id,lat,long
114885.580_488230.869-Rest,52.380478,4.7980504
114886.271_488272.250-Rest,52.380848,4.7980556
114889.685_488466.116-Rest,52.38259,4.798083
114892.313_485325.990-Rest,52.35437,4.7984962
114894.664_485016.230-Rest,52.35159,4.7985673
114896.634_488087.964-Rest,52.379192,4.79823
114896.656_486209.883-Rest,52.362316,4.7984543
114897.221_488097.169-Rest,52.379276,4.7982373
114899.739_486498.397-Rest,52.36491,4.7984653
114904.358_487798.316-Rest,52.37659,4.798378
114906.095_488021.721-Rest,52.3786,4.798377
114908.000_487946.832-Rest,52.377926,4.7984138
114911.698_486459.779-Rest,52.364563,4.7986455
114911.977_485938.968-Rest,52.359882,4.798712
114913.293_484851.299-Rest,52.350105,4.7988605
114914.084_484995.852-Rest,52.351406,4.798855
114920.521_488595.856-Rest,52.383762,4.79852
114921.622_488593.922-Rest,52.383743,4.798537
114921.875_486364.021-Rest,52.3637,4.798806
114925.037_485237.019-Rest,52.353573,4.798987
114925.473_487795.163-Rest,52.376564,4.7986884
114931.098_487660.470-Rest,52.375355,4.798787
114931.470_486092.938-Rest,52.361267,4.7989793
114931.556_485295.573-Rest,52.3541,4.7990756
114935.856_484927.515-Rest,52.350792,4.7991824
114950.621_487865.125-Rest,52.377197,4.7990494
114961.220_486000.016-Rest,52.360435,4.799427
114963.800_488427.388-Rest,52.382248,4.7991757
114965.230_488349.609-Rest,52.38155,4.7992063
114975.663_487786.082-Rest,52.376488,4.7994266
114978.420_488272.487-Rest,52.38086,4.799409
114985.283_488088.814-Rest,52.379208,4.799532
114985.369_488098.760-Rest,52.3793,4.799532
114985.566_488023.168-Rest,52.37862,4.799544
114987.133_487950.579-Rest,52.377968,4.7995753
114997.101_485855.093-Rest,52.359135,4.799971
115002.855_486501.226-Rest,52.36494,4.7999787
115005.001_488589.785-Rest,52.383713,4.799762
115009.737_486152.616-Rest,52.36181,4.8001213
115010.122_487544.459-Rest,52.374317,4.7999616
115013.206_485152.600-Rest,52.35282,4.800291
115013.991_485035.364-Rest,52.35177,4.8003163
115014.304_484883.642-Rest,52.350407,4.800339
115022.999_486033.003-Rest,52.360737,4.80033
115026.677_485983.731-Rest,52.360294,4.8003902
115030.759_484336.410-Rest,52.34549,4.800646
115031.471_487723.324-Rest,52.375927,4.8002534
115035.400_487756.648-Rest,52.37623,4.8003073
115035.722_484958.807-Rest,52.35108,4.8006444
115037.642_485582.091-Rest,52.356686,4.8005986
115042.449_488432.766-Rest,52.382305,4.8003306
115048.201_487830.219-Rest,52.37689,4.8004866
115051.624_488099.920-Rest,52.379314,4.8005047
115054.793_486303.892-Rest,52.36317,4.8007646
115057.379_487952.269-Rest,52.377987,4.8006067
115058.888_488346.697-Rest,52.38153,4.800582
115059.859_487853.035-Rest,52.377094,4.800655
115060.254_488292.128-Rest,52.381042,4.8006086
115060.936_490533.045-Rest,52.40118,4.800352
115063.248_484447.883-Rest,52.346493,4.8011093
115064.058_487416.975-Rest,52.373177,4.8007684
115067.202_488591.431-Rest,52.38373,4.800675
115068.673_486452.697-Rest,52.36451,4.800951
115071.319_486355.626-Rest,52.36364,4.801001
115077.644_485828.850-Rest,52.358906,4.8011565
115079.877_488457.712-Rest,52.38253,4.800877
115080.966_486321.456-Rest,52.36333,4.801147
115083.774_485612.078-Rest,52.356956,4.8012724
115087.028_484261.868-Rest,52.344822,4.8014803
115087.204_485466.991-Rest,52.35565,4.8013396
115101.258_485723.764-Rest,52.35796,4.8015156
115102.652_488100.084-Rest,52.37932,4.8012543
115102.797_490167.778-Rest,52.3979,4.8010106
115104.395_486174.786-Rest,52.362015,4.8015084
115105.028_486261.905-Rest,52.362797,4.801507
115109.817_484175.386-Rest,52.344048,4.801825
115111.765_486025.531-Rest,52.360676,4.8016343
115114.872_485603.404-Rest,52.35688,4.8017297
115114.896_484595.520-Rest,52.347824,4.80185
115117.457_484916.218-Rest,52.350704,4.8018494
115126.066_488091.805-Rest,52.379246,4.801599
115127.680_485385.432-Rest,52.354923,4.801944
115128.218_486572.043-Rest,52.36559,4.8018107
115130.958_486473.014-Rest,52.364697,4.8018627
115134.897_484991.750-Rest,52.351387,4.8020964
115140.901_485390.566-Rest,52.35497,4.802137
115141.458_486219.384-Rest,52.36242,4.8020473
115141.762_486063.619-Rest,52.36102,4.80207
115146.245_484071.550-Rest,52.343117,4.8023715
115163.363_486368.704-Rest,52.36376,4.802351
115169.022_485696.702-Rest,52.357723,4.8025136
115169.870_487745.278-Rest,52.376133,4.8022833
115174.517_486118.541-Rest,52.361515,4.802544
115191.411_487824.498-Rest,52.376846,4.8025904
115193.918_487678.827-Rest,52.375538,4.8026443
115197.326_485406.791-Rest,52.35512,4.8029633
115197.905_487964.668-Rest,52.37811,4.802669
115198.841_488415.945-Rest,52.382164,4.8026295
115200.761_485920.904-Rest,52.35974,4.802953
115202.078_484341.181-Rest,52.345543,4.803159
115203.340_487447.413-Rest,52.37346,4.80281
115207.251_487451.759-Rest,52.3735,4.802867
115208.636_486238.095-Rest,52.36259,4.803031
115211.451_488367.568-Rest,52.38173,4.80282
115212.653_488298.326-Rest,52.381107,4.802846
115213.722_485075.571-Rest,52.352146,4.803243
115219.174_484506.540-Rest,52.34703,4.8033905
115223.296_487976.220-Rest,52.378212,4.8030405
115226.313_485650.495-Rest,52.35731,4.80336
115227.465_487568.685-Rest,52.37455,4.80315
115228.080_487841.078-Rest,52.377,4.803127
115228.169_485903.865-Rest,52.35959,4.803357
115233.185_484493.360-Rest,52.346912,4.8035975
115234.296_487740.320-Rest,52.376095,4.80323
115237.463_486141.026-Rest,52.36172,4.803466
115245.241_487974.892-Rest,52.378204,4.803363
115247.221_484960.900-Rest,52.351116,4.803748
115266.229_484532.569-Rest,52.347267,4.804078
115268.571_486042.815-Rest,52.36084,4.803934
115271.089_484718.928-Rest,52.34894,4.804127
115273.992_484037.118-Rest,52.342815,4.8042502
115278.307_487666.297-Rest,52.37543,4.803885
115280.229_487559.969-Rest,52.374477,4.803926
115281.138_488452.080-Rest,52.382496,4.8038335
115281.462_488427.917-Rest,52.38228,4.803841
115283.470_485253.913-Rest,52.353752,4.804246
115283.698_484206.743-Rest,52.34434,4.804373
115287.978_485672.116-Rest,52.35751,4.8042626
115290.399_485098.626-Rest,52.352356,4.8043656
115291.351_486530.450-Rest,52.365227,4.8042107
115291.599_488105.311-Rest,52.37938,4.8040285
115296.683_485086.169-Rest,52.352245,4.8044596
115297.254_487805.868-Rest,52.37669,4.804147
115300.739_486502.093-Rest,52.36497,4.804352
115305.233_488176.619-Rest,52.38002,4.80422
115306.995_488368.534-Rest,52.381744,4.8042235
115308.784_485443.570-Rest,52.355457,4.804595
115309.390_489336.821-Rest,52.39045,4.804144
115317.377_485018.512-Rest,52.35164,4.8047714
115320.858_485933.117-Rest,52.35986,4.804714
115321.548_488227.108-Rest,52.380474,4.804454
115323.767_486430.056-Rest,52.364326,4.8046985
115324.376_487975.638-Rest,52.378216,4.804525
115324.866_484986.841-Rest,52.351357,4.804885
115332.296_486403.224-Rest,52.364086,4.8048267
115339.257_486320.926-Rest,52.363346,4.804939
115341.260_487838.354-Rest,52.376984,4.804789
115341.487_488596.738-Rest,52.383797,4.8047028
115343.808_484316.616-Rest,52.345333,4.805242
115345.468_484515.078-Rest,52.34712,4.805243
115345.902_487423.084-Rest,52.373253,4.8049064
115348.928_487548.143-Rest,52.374374,4.804936
115350.780_484678.312-Rest,52.348583,4.8053017
115360.047_487652.788-Rest,52.375317,4.805087
115364.767_486639.711-Rest,52.36621,4.805276
115371.700_487790.830-Rest,52.37656,4.8052416
115384.546_487803.959-Rest,52.37668,4.805429
115386.079_485323.086-Rest,52.35438,4.8057437
115392.419_484301.147-Rest,52.345196,4.805957
115396.297_484540.566-Rest,52.34735,4.805986
115400.489_487977.226-Rest,52.378235,4.8056426
115401.395_484694.744-Rest,52.348736,4.806042
115401.512_485014.221-Rest,52.35161,4.8060064
115403.142_485975.122-Rest,52.36024,4.8059173
115404.896_485037.093-Rest,52.35181,4.8060536
115406.338_486444.578-Rest,52.36446,4.805909
115406.722_487715.234-Rest,52.37588,4.805765
115411.546_488606.957-Rest,52.383896,4.805731
115413.384_488455.207-Rest,52.382534,4.8057756
115414.577_488106.853-Rest,52.379402,4.8058343
115421.730_486296.672-Rest,52.363132,4.8061523
115425.564_486658.915-Rest,52.36639,4.806166
115429.055_488088.493-Rest,52.37924,4.806049
115429.538_485152.342-Rest,52.352848,4.8064017
115429.886_485483.148-Rest,52.355824,4.806368
115430.936_487977.694-Rest,52.378242,4.8060894
115444.790_488359.475-Rest,52.381676,4.806248
115446.393_487555.803-Rest,52.37445,4.8063664
115447.060_484556.710-Rest,52.347496,4.8067293
115453.112_484418.449-Rest,52.346256,4.8068337
115454.701_484208.272-Rest,52.344368,4.806882
115456.714_484050.030-Rest,52.342945,4.80693
115459.968_486670.310-Rest,52.366493,4.8066697
115461.288_486237.352-Rest,52.362602,4.8067403
115462.924_487778.693-Rest,52.376457,4.806583
115465.242_488146.382-Rest,52.37976,4.8065734
115465.250_488159.555-Rest,52.37988,4.806572
115465.429_484330.262-Rest,52.345463,4.807025
115467.338_484709.890-Rest,52.348877,4.8070083
115468.818_485558.625-Rest,52.356503,4.8069305
115469.343_485754.095-Rest,52.35826,4.8069153
115469.628_486165.288-Rest,52.361958,4.806871
115473.098_484422.169-Rest,52.34629,4.8071265
115482.916_485062.377-Rest,52.352047,4.8071957
115486.321_488411.274-Rest,52.38214,4.806852
115486.376_485761.864-Rest,52.358334,4.807164
115487.785_486470.600-Rest,52.3647,4.8071017
115498.027_486374.297-Rest,52.36384,4.8072634
115501.678_485867.253-Rest,52.35928,4.8073764
115510.339_485215.525-Rest,52.353424,4.80758
115510.561_488555.619-Rest,52.383442,4.807191
115514.541_485695.518-Rest,52.35774,4.8075852
115515.262_486329.919-Rest,52.363438,4.8075213
115537.197_485134.635-Rest,52.3527,4.807984
115546.603_485582.701-Rest,52.356728,4.808069
115553.411_485084.050-Rest,52.352245,4.8082275
115553.469_484450.596-Rest,52.346554,4.808303
115556.970_486255.891-Rest,52.362778,4.8081427
115565.281_484361.878-Rest,52.345757,4.8084865
115575.068_485018.345-Rest,52.351658,4.808553
115580.290_486174.585-Rest,52.36205,4.8084946
115591.046_484201.930-Rest,52.34432,4.808883
115591.885_484032.087-Rest,52.342793,4.8089156
115592.993_485405.407-Rest,52.355137,4.808771
115597.348_485446.570-Rest,52.355507,4.8088303
115607.258_484763.483-Rest,52.34937,4.8090553
115612.797_485348.010-Rest,52.35462,4.809068
115623.603_485307.624-Rest,52.35426,4.8092318
115625.244_485467.049-Rest,52.355694,4.809237
115630.213_486221.637-Rest,52.362473,4.8092217
115632.461_487569.603-Rest,52.374588,4.809097
115634.811_485023.749-Rest,52.351707,4.8094296
115644.374_484293.447-Rest,52.345146,4.809655
115647.161_485210.147-Rest,52.353386,4.809589
115651.713_484389.657-Rest,52.346012,4.8097515
115654.784_486134.990-Rest,52.3617,4.8095927
115656.982_484383.481-Rest,52.345955,4.8098297
115659.434_487362.769-Rest,52.37273,4.8095174
115659.892_484626.706-Rest,52.34814,4.809844
115663.543_485163.002-Rest,52.352962,4.809835
115664.390_487721.076-Rest,52.375954,4.809548
115678.032_485235.790-Rest,52.35362,4.810039
115681.415_485107.453-Rest,52.352463,4.810104
115688.484_487634.887-Rest,52.37518,4.8099117
115691.342_487497.575-Rest,52.373947,4.80997
115694.507_484494.543-Rest,52.34696,4.8103676
115697.390_488576.732-Rest,52.383644,4.8099327
115703.099_484127.578-Rest,52.34366,4.8105364
115712.362_489352.446-Rest,52.390617,4.8100615
115721.865_485432.398-Rest,52.35539,4.8106594
115736.047_485235.022-Rest,52.353615,4.8108907
115737.706_487718.534-Rest,52.375935,4.810625
115739.400_487925.092-Rest,52.377792,4.8106256
115742.285_484213.978-Rest,52.34444,4.8111014
115746.321_484055.408-Rest,52.343014,4.811179
115748.760_488086.423-Rest,52.379242,4.8107443
115750.487_484323.570-Rest,52.345425,4.8112087
115773.821_487484.347-Rest,52.373833,4.8111825
115781.954_487988.467-Rest,52.378365,4.811243
115782.462_487618.812-Rest,52.375042,4.8112936
115786.264_488028.712-Rest,52.378727,4.8113017
115788.323_487626.509-Rest,52.37511,4.811379
115789.185_485286.349-Rest,52.35408,4.8116646
115795.893_484834.312-Rest,52.350018,4.8118157
115797.194_484772.285-Rest,52.34946,4.811842
115798.061_484703.002-Rest,52.34884,4.811863
115798.063_484659.225-Rest,52.348446,4.8118677
115798.403_484633.859-Rest,52.348217,4.811876
115799.344_484519.314-Rest,52.347187,4.811903
115800.066_484458.413-Rest,52.34664,4.8119206
115800.135_484495.151-Rest,52.34697,4.8119173
115814.012_487690.097-Rest,52.375687,4.811749
115814.220_485402.668-Rest,52.355125,4.8120184
115816.955_487827.661-Rest,52.376923,4.811776
115817.619_484418.159-Rest,52.34628,4.812183
115820.510_487916.146-Rest,52.377716,4.8118176
115821.152_487336.987-Rest,52.372513,4.811895
115823.429_488076.811-Rest,52.37916,4.811842
115831.299_485213.403-Rest,52.353428,4.812291
115832.416_484138.870-Rest,52.34377,4.812433
115834.052_484338.861-Rest,52.34557,4.812433
115841.914_484038.967-Rest,52.342873,4.8125834
115845.306_485492.767-Rest,52.355938,4.812464
115860.257_487807.059-Rest,52.37674,4.812414
115866.298_485104.204-Rest,52.352448,4.8128176
115866.623_487681.221-Rest,52.37561,4.8125224
115868.779_485339.902-Rest,52.35457,4.8128266
115870.239_487853.215-Rest,52.377155,4.8125553
115873.694_488144.361-Rest,52.379772,4.8125725
115881.888_485566.119-Rest,52.3566,4.8129926
115882.504_487850.932-Rest,52.377136,4.812736
115884.217_487948.936-Rest,52.378017,4.8127494
115890.035_487883.438-Rest,52.377426,4.812843
115900.726_487946.459-Rest,52.377995,4.812992
115903.129_488534.848-Rest,52.38328,4.812959
115904.862_484303.533-Rest,52.345257,4.8134766
115909.193_485236.441-Rest,52.35364,4.8134317
115913.212_485460.477-Rest,52.355656,4.8134646
115917.011_487576.510-Rest,52.374672,4.8132744
115918.085_487461.894-Rest,52.373642,4.8133035
115923.272_487560.188-Rest,52.374523,4.8133683
115924.725_484793.492-Rest,52.34966,4.813711
115929.038_484411.814-Rest,52.34623,4.813819
115929.509_484207.898-Rest,52.3444,4.8138494
115930.450_484444.467-Rest,52.346523,4.8138356
115930.500_487884.174-Rest,52.377438,4.813437
115930.900_484043.528-Rest,52.342922,4.813889
115936.901_488135.799-Rest,52.3797,4.8135014
115938.882_487896.125-Rest,52.377544,4.8135586
115941.400_488005.689-Rest,52.37853,4.813583
115943.777_484651.849-Rest,52.34839,4.8140073
115943.990_488184.429-Rest,52.38014,4.8136
115944.367_484515.590-Rest,52.347164,4.8140316
115944.611_484419.326-Rest,52.3463,4.8140464
